index	name	code	taxonomy	description	bin length	GC%	coverage	# contigs	# features	longest contig	RP Inventory (total: 55)	RP multiple	BSCG Inventory (total: 51)	BSCG multiple	ASCG Inventory (total: 38)	ASCG multiple	curation status	completion status
379	Candidatus_Woykebacteria_bacterium_RBG_16_44_10	RBG_16_RBG_16_OP11_44_10_curated_43_10	RBG_16_OP11_44_10_curated, Microgenomates, Bacteria	None	506143	43.2	9.94	31	637	67133	40	0	40	0	8	0	Manually curated genome	partial
388	Candidatus_Gottesmanbacteria_bacterium_RBG_16_52_11	RBG_16_RBG_16_OP11_Gottesmanbacteria_52_11_curated_51_11	RBG_16_OP11_Gottesmanbacteria_52_11_curated, Gottesmanbacteria, Microgenomates, Bacteria	None	1466945	51.4	11.23	18	1574	318405	48	2	45	0	6	0	Manually curated genome	near complete
396	Microgenomates_group_bacterium_RBG_19FT_COMBO_39_10	RBG_19FT_COMBO_RBG_19FT_COMBO_OP11_39_10_curated_37_10	RBG_19FT_COMBO_OP11_39_10_curated, Microgenomates, Bacteria	None	654762	37.11	10.15	46	706	68572	44	0	45	1	10	1	Manually curated genome	near complete
397	Candidatus_Woykebacteria_bacterium_RBG_19FT_COMBO_43_10	RBG_19FT_COMBO_RBG_19FT_COMBO_OP11_43_10_curated_42_10	RBG_19FT_COMBO_OP11_43_10_curated, Microgenomates, Bacteria	None	823188	42.35	10.12	73	1019	45639	37	1	40	1	12	0	Manually curated genome	partial
416	Candidatus_Campbellbacteria_bacterium_RIFCSPLOWO2_02_35_12	RIFCSPLOWO2_02_RIFCSPLOWO2_02_OD1_Campbellbacteria_35_12_curated_35_12	RIFCSPLOWO2_02_OD1_Campbellbacteria_35_12_curated, Campbellbacteria, Parcubacteria, Bacteria	None	357328	34.96	12.03	37	376	25238	40	1	38	0	9	0	Manually curated genome	partial
423	Candidatus_Nealsonbacteria_bacterium_RBG_13_38_11	RBG_13_RBG_13_RIF_OD1_07_38_11_curated_36_11	RBG_13_RIF_OD1_07_38_11_curated, RIF-OD1-7, Parcubacteria, Bacteria	None	444155	36.3	11.32	47	470	29893	30	1	34	1	7	0	Manually curated genome	partial
433	Candidatus_Nealsonbacteria_bacterium_RBG_13_36_15	RBG_13_RBG_13_RIF_OD1_07_36_15_curated_35_14	RBG_13_RIF_OD1_07_36_15_curated, RIF-OD1-7, Parcubacteria, Bacteria	None	376759	35.39	14.42	34	411	41979	38	0	42	0	8	0	Manually curated genome	near complete
563	Candidatus_Wolfebacteria_bacterium_GWA1_42_9	GWA1_GWA1_OD1_Wolfebacteria_42_9_curated_42_8	GWA1_OD1_Wolfebacteria_42_9_curated, Wolfebacteria, Parcubacteria, Bacteria	None	550676	41.75	8.45	32	655	54079	36	1	39	0	8	0	Manually curated genome	partial
565	Candidatus_Jorgensenbacteria_bacterium_GWA1_54_12	GWA1_GWA1_OD1_Jorgensenbacteria_54_12_curated_53_12	GWA1_OD1_Jorgensenbacteria_54_12_curated, Jorgensenbacteria, Parcubacteria, Bacteria	None	512995	53.4	12.17	18	642	105816	44	2	44	0	10	0	Manually curated genome	near complete
568	Candidatus_Woykebacteria_bacterium_GWA1_44_8	GWA1_GWB1_OP11_45_5_curated_43_9	GWB1_OP11_45_5_curated, Microgenomates, Bacteria	None	832262	43.49	8.94	20	926	122786	45	2	47	1	13	0	Manually curated genome	near complete
569	Candidatus_Vogelbacteria_bacterium_GWA1_51_14	GWA1_GWA1_OD1_51_14_curated_50_14	GWA1_OD1_51_14_curated, Parcubacteria, Bacteria	None	516680	50.1	13.75	35	612	40508	42	2	43	2	10	1	Manually curated genome	near complete
570	Candidatus_Woesebacteria_bacterium_GWA1_41_8	GWA1_GWA1_OP11_Woesebacteria_41_8_curated_41_8	GWA1_OP11_Woesebacteria_41_8_curated, Woesebacteria, Microgenomates, Bacteria	None	673537	40.78	7.96	39	766	66204	43	3	43	0	9	1	Manually curated genome	near complete
571	Candidatus_Jorgensenbacteria_bacterium_GWA1_49_17	GWA1_GWA1_OD1_49_17_curated_49_17	GWA1_OD1_49_17_curated, Parcubacteria, Bacteria	None	455427	48.54	17.4	41	556	46960	44	1	42	0	8	0	Manually curated genome	near complete
572	Candidatus_Wildermuthbacteria_bacterium_GWA2_46_15	GWA2_GWA2_RIF_OD1_07_46_15_curated_46_15	GWA2_RIF_OD1_07_46_15_curated, RIF-OD1-7, Parcubacteria, Bacteria	None	536111	46.38	14.82	29	567	55736	45	0	46	1	7	0	Manually curated genome	near complete
573	Candidatus_Kaiserbacteria_bacterium_GWA2_50_9	GWA2_GWA2_OD1_Kaiserbacteria_50_9_curated_50_10	GWA2_OD1_Kaiserbacteria_50_9_curated, Kaiserbacteria, Parcubacteria, Bacteria	None	729802	50.28	9.68	44	871	40256	38	2	40	1	9	2	Manually curated genome	partial
574	Candidatus_Colwellbacteria_bacterium_GWA2_46_10	GWA2_Parcubacteria_46_10	Parcubacteria, Bacteria	None	507262	45.76	9.88	21	635	78425	41	0	45	0	9	0	Manually curated genome	near complete
577	Candidatus_Liptonbacteria_bacterium_GWB1_49_6	GWB1_GWB1_OD1_49_6_curated_50_6	GWB1_OD1_49_6_curated, Parcubacteria, Bacteria	None	536030	50.19	6.05	41	655	42250	33	2	36	2	8	1	Manually curated genome	partial
585	Candidatus_Woesebacteria_bacterium_GWC2_33_12	GWC2_Microgenomates_bacterium_GW2011_GWC1_33_28_33_12	Microgenomates bacterium GW2011_GWC1_33_28, Microgenomates, Bacteria	None	852577	32.89	11.73	23	993	155164	49	1	49	0	10	0	Manually curated genome	near complete
586	Candidatus_Sungbacteria_bacterium_GWC2_49_10	GWC2_GWC2_RIF_OD1_13_49_10_curated_48_10	GWC2_RIF_OD1_13_49_10_curated, RIF-OD1-13, Parcubacteria, Bacteria	None	504962	48.37	9.84	48	552	34113	35	1	38	2	8	1	Manually curated genome	partial
589	Candidatus_Woykebacteria_bacterium_RBG_16_39_9b	RBG_16_RBG_16_OP11_39_9b_curated_38_9	RBG_16_OP11_39_9b_curated, Microgenomates, Bacteria	None	594602	38.49	9.39	31	695	57795	44	1	47	0	9	0	Manually curated genome	near complete
609	Candidatus_Gottesmanbacteria_bacterium_RBG_16_43_7	RBG_16_RBG_16_OP11_Gottesmanbacteria_43_7_curated_42_7	RBG_16_OP11_Gottesmanbacteria_43_7_curated, Gottesmanbacteria, Microgenomates, Bacteria	None	1011601	42.34	7.19	71	1089	55806	39	0	40	1	6	1	Manually curated genome	partial
614	Candidatus_Woesebacteria_bacterium_RBG_13_34_9	RBG_13_RBG_13_OP11_Woesebacteria_34_9_curated_32_9	RBG_13_OP11_Woesebacteria_34_9_curated, Woesebacteria, Microgenomates, Bacteria	None	659502	32.42	9.1	63	692	69331	35	0	40	0	7	1	Manually curated genome	partial
615	Candidatus_Beckwithbacteria_bacterium_RBG_13_42_9	RBG_13_RBG_13_OP11_Beckwithbacteria_42_9_curated_41_9	RBG_13_OP11_Beckwithbacteria_42_9_curated, Beckwithbacteria, Microgenomates, Bacteria	None	1173037	40.69	8.65	34	1217	244058	42	1	46	1	8	1	Manually curated genome	near complete
619	Candidatus_Curtissbacteria_bacterium_RBG_13_35_7	RBG_13_RBG_13_OP11_Curtissbacteria_35_7_curated_34_7	RBG_13_OP11_Curtissbacteria_35_7_curated, Curtissbacteria, Microgenomates, Bacteria	None	803560	33.52	7.15	75	851	28737	39	1	40	0	7	0	Manually curated genome	partial
627	Candidatus_Woykebacteria_bacterium_RBG_13_40_15	RBG_13_RBG_13_OP11_40_15_curated_41_18	RBG_13_OP11_40_15_curated, Microgenomates, Bacteria	None	982788	40.71	17.98	36	1060	162841	47	2	48	0	12	1	Manually curated genome	near complete
630	Candidatus_Nealsonbacteria_bacterium_RBG_13_42_11	RBG_13_RBG_13_RIF_OD1_07_42_11_curated_39_12	RBG_13_RIF_OD1_07_42_11_curated, RIF-OD1-7, Parcubacteria, Bacteria	None	494071	39.35	11.77	16	508	175379	43	0	45	0	9	0	Manually curated genome	near complete
646	Candidatus_Woesebacteria_bacterium_RIFOXYA1_FULL_38_9	RIFOXYA1_FULL_RIFOXYB1_FULL_OP11_Woesebacteria_38_16_curated_38_9	RIFOXYB1_FULL_OP11_Woesebacteria_38_16_curated, Woesebacteria, Microgenomates, Bacteria	None	879897	37.54	9.29	50	1018	57058	43	2	44	1	9	1	Manually curated genome	near complete
650	Candidatus_Shapirobacteria_bacterium_RIFOXYA1_FULL_39_17	RIFOXYA1_FULL_RIFOXYA1_FULL_OP11_Shapirobacteria_39_17_curated_39_17	RIFOXYA1_FULL_OP11_Shapirobacteria_39_17_curated, Shapirobacteria, Microgenomates, Bacteria	None	599013	38.59	16.84	44	701	42564	40	1	42	0	7	1	Manually curated genome	near complete
651	Candidatus_Curtissbacteria_bacterium_RIFOXYA1_FULL_41_14	RIFOXYA1_FULL_RIFOXYC2_FULL_OP11_Curtissbacteria_41_11_curated_40_14	RIFOXYC2_FULL_OP11_Curtissbacteria_41_11_curated, Curtissbacteria, Microgenomates, Bacteria	None	1148276	40.23	14.01	30	1202	246915	47	3	46	1	10	1	Manually curated genome	near complete
670	Candidatus_Berkelbacteria_bacterium_RIFOXYA2_FULL_43_10	RIFOXYA2_FULL_RIFOXYA2_FULL_Berkelbacteria_43_10_curated_43_10	RIFOXYA2_FULL_Berkelbacteria_43_10_curated, Berkelbacteria, Bacteria	None	960706	43.31	9.61	58	946	89501	46	2	45	1	10	0	Manually curated genome	near complete
680	Candidatus_Nomurabacteria_bacterium_RIFOXYA2_FULL_42_12	RIFOXYA2_FULL_Nomurabacteria_43_12	Nomurabacteria, Parcubacteria, Bacteria	None	640263	43.19	12.21	20	673	136610	44	1	45	0	11	0	Manually curated genome	near complete
681	Candidatus_Veblenbacteria_bacterium_RIFOXYA2_FULL_43_9	RIFOXYA2_FULL_Parcubacteria_42_8	Parcubacteria, Bacteria	None	764778	42.08	8.47	57	797	35073	47	2	45	3	11	0	Manually curated genome	near complete
682	Candidatus_Falkowbacteria_bacterium_RIFOXYA2_FULL_47_19	RIFOXYA2_FULL_RIFOXYA2_FULL_OD1_Falkowbacteria_47_19_curated_46_20	RIFOXYA2_FULL_OD1_Falkowbacteria_47_19_curated, Falkowbacteria, Parcubacteria, Bacteria	None	1713569	46.37	19.62	25	1569	245482	48	2	49	0	12	0	Manually curated genome	near complete
684	Candidatus_Peregrinibacteria_bacterium_RIFOXYA2_FULL_33_7	RIFOXYA2_FULL_RIFOXYA2_FULL_Peregrinibacteria_33_7_curated_33_7	RIFOXYA2_FULL_Peregrinibacteria_33_7_curated, Peregrinibacteria, Bacteria	None	1217677	32.8	6.95	121	1118	35039	41	2	42	2	8	1	Manually curated genome	near complete
688	Candidatus_Kerfeldbacteria_bacterium_RIFOXYA2_FULL_38_24	RIFOXYA2_FULL_RIFOXYA2_FULL_RIF_OD1_01_38_24_curated_38_24	RIFOXYA2_FULL_RIF_OD1_01_38_24_curated, RIF-OD1-1, Parcubacteria, Bacteria	None	1165907	38.04	23.62	35	1110	170410	43	0	48	0	11	0	Manually curated genome	near complete
695	Candidatus_Jacksonbacteria_bacterium_RIFOXYA2_FULL_43_12	RIFOXYA2_FULL_RIFOXYD2_FULL_RIF_OD1_02_43_21_curated_43_12	RIFOXYD2_FULL_RIF_OD1_02_43_21_curated, RIF-OD1-2, Parcubacteria, Bacteria	None	1313001	43.18	12.04	48	1265	95504	45	2	48	1	11	0	Manually curated genome	near complete
697	Candidatus_Falkowbacteria_bacterium_RIFOXYA2_FULL_47_9	RIFOXYA2_FULL_RIFOXYA2_FULL_OD1_Falkowbacteria_47_9_curated_47_9	RIFOXYA2_FULL_OD1_Falkowbacteria_47_9_curated, Falkowbacteria, Parcubacteria, Bacteria	None	927938	46.55	8.87	52	935	64777	47	3	45	1	9	0	Manually curated genome	near complete
716	Candidatus_Magasanikbacteria_bacterium_RIFOXYA2_FULL_44_8	RIFOXYA2_FULL_RIFOXYA2_FULL_OD1_Magasanikbacteria_44_8_curated_44_8	RIFOXYA2_FULL_OD1_Magasanikbacteria_44_8_curated, Magasanikbacteria, Parcubacteria, Bacteria	None	814391	44.4	8.24	73	813	51243	40	2	38	4	7	1	Manually curated genome	partial
718	Candidatus_Peregrinibacteria_bacterium_RIFOXYA2_FULL_33_21	RIFOXYA2_FULL_RIFOXYA2_FULL_Peregrinibacteria_33_21_curated_33_21	RIFOXYA2_FULL_Peregrinibacteria_33_21_curated, Peregrinibacteria, Bacteria	None	1543728	33.21	21.22	42	1378	124323	51	3	47	1	9	0	Manually curated genome	near complete
726	Candidatus_Moranbacteria_bacterium_RIFOXYA12_FULL_35_19	RifOxyA12_full_RifOxyA12_full_OD1_Moranbacteria_35_19_curated_35_19	RifOxyA12_full_OD1_Moranbacteria_35_19_curated, Moranbacteria, Parcubacteria, Bacteria	None	988700	34.99	19.13	32	1001	117215	49	1	49	1	11	0	Manually curated genome	near complete
743	Candidatus_Moranbacteria_bacterium_RIFOXYA12_FULL_44_15	RifOxyA12_full_RifOxyA12_full_OD1_Moranbacteria_44_15_curated_44_15	RifOxyA12_full_OD1_Moranbacteria_44_15_curated, Moranbacteria, Parcubacteria, Bacteria	None	758527	43.53	14.72	44	760	56452	46	2	47	2	10	0	Manually curated genome	near complete
749	Candidatus_Magasanikbacteria_bacterium_RIFOXYB2_FULL_38_10	RIFOXYB2_FULL_RIFOXYB2_FULL_OD1_Magasanikbacteria_38_10_curated_39_11	RIFOXYB2_FULL_OD1_Magasanikbacteria_38_10_curated, Magasanikbacteria, Parcubacteria, Bacteria	None	854266	39.41	10.97	20	787	141704	48	0	48	0	12	0	Manually curated genome	near complete
772	Candidatus_Uhrbacteria_bacterium_RIFOXYB2_FULL_41_10	RIFOXYB2_FULL_GWB1_OD1_41_7_41_10	GWB1_OD1_41_7, Uhrbacteria, Parcubacteria, Bacteria	None	769820	40.55	10.16	47	742	56048	43	1	44	0	9	0	Manually curated genome	near complete
773	Candidatus_Uhrbacteria_bacterium_RIFOXYB2_FULL_45_11	RIFOXYB2_FULL_RIFOXYB2_FULL_OD1_Uhrbacteria_45_11_curated_45_11	RIFOXYB2_FULL_OD1_Uhrbacteria_45_11_curated, Uhrbacteria, Parcubacteria, Bacteria	None	882956	44.7	10.79	70	915	45724	43	1	42	0	6	0	Manually curated genome	near complete
787	Candidatus_Uhrbacteria_bacterium_RIFOXYB2_FULL_41_18	RIFOXYB2_FULL_RIFOXYB2_FULL_OD1_Uhrbacteria_41_18_curated_40_18	RIFOXYB2_FULL_OD1_Uhrbacteria_41_18_curated, Uhrbacteria, Parcubacteria, Bacteria	None	1055825	40.42	17.62	53	983	56995	47	0	49	0	14	1	Manually curated genome	near complete
790	Candidatus_Peregrinibacteria_bacterium_RIFOXYB2_FULL_32_7	RIFOXYB2_FULL_RIFOXYB2_FULL_Peregrinibacteria_32_7_curated_31_7	RIFOXYB2_FULL_Peregrinibacteria_32_7_curated, Peregrinibacteria, Bacteria	None	1111106	31.23	7.17	116	1024	24593	44	0	43	1	8	0	Manually curated genome	near complete
803	Candidatus_Uhrbacteria_bacterium_RIFOXYB12_FULL_58_10	RifOxyB12_full_RIFOXYB2_FULL_OD1_Uhrbacteria_57_15_curated_58_12	RIFOXYB2_FULL_OD1_Uhrbacteria_57_15_curated, Uhrbacteria, Parcubacteria, Bacteria	None	1123060	57.61	11.69	28	1156	135298	47	2	48	1	12	0	Manually curated genome	near complete
808	Candidatus_Staskawiczbacteria_bacterium_RIFOXYB1_FULL_38_37	RIFOXYB1_FULL_RIFOXYB1_FULL_RIF_OD1_06_38_37_curated_37_54	RIFOXYB1_FULL_RIF_OD1_06_38_37_curated, RIF-OD1-6, Parcubacteria, Bacteria	None	762385	36.83	54.0	7	800	183898	46	2	49	0	10	0	Manually curated genome	near complete
811	Candidatus_Nomurabacteria_bacterium_RIFOXYB1_FULL_39_16	RIFOXYB1_FULL_RIFOXYB1_FULL_OD1_Nomurabacteria_39_16_curated_39_15	RIFOXYB1_FULL_OD1_Nomurabacteria_39_16_curated, Nomurabacteria, Parcubacteria, Bacteria	None	762513	38.89	15.28	18	806	188454	45	1	44	0	10	0	Manually curated genome	near complete
813	Candidatus_Staskawiczbacteria_bacterium_RIFOXYB1_FULL_37_44	RIFOXYB1_FULL_RIFOXYB1_FULL_RIF_OD1_06_37_44_curated_37_44	RIFOXYB1_FULL_RIF_OD1_06_37_44_curated, RIF-OD1-6, Parcubacteria, Bacteria	None	835966	37.04	43.82	26	902	104125	46	0	47	1	10	1	Manually curated genome	near complete
818	Candidatus_Gottesmanbacteria_bacterium_RIFOXYB1_FULL_47_11	RIFOXYB1_FULL_RIFOXYB1_FULL_OP11_Gottesmanbacteria_47_11_curated_47_12	RIFOXYB1_FULL_OP11_Gottesmanbacteria_47_11_curated, Gottesmanbacteria, Microgenomates, Bacteria	None	927171	47.01	11.53	31	1060	125800	47	1	47	1	9	0	Manually curated genome	near complete
819	candidate_division_WWE3_bacterium_RIFOXYB1_FULL_43_12	RIFOXYB1_FULL_GWD2_WWE3_42_34_43_12	GWD2_WWE3_42_34, WWE3, Bacteria	None	728928	42.68	11.73	47	784	47263	39	0	43	1	10	1	Manually curated genome	near complete
820	Candidatus_Nealsonbacteria_bacterium_RIFOXYB1_FULL_40_15	RIFOXYB1_FULL_RIFOXYB1_FULL_RIF_OD1_07_40_15_curated_40_14	RIFOXYB1_FULL_RIF_OD1_07_40_15_curated, RIF-OD1-7, Parcubacteria, Bacteria	None	761172	39.61	13.96	21	834	152338	42	0	47	1	11	1	Manually curated genome	near complete
823	Candidatus_Collierbacteria_bacterium_RIFOXYB1_FULL_49_13	RIFOXYB1_FULL_RIFOXYB1_FULL_OP11_Collierbacteria_49_13_curated_48_14	RIFOXYB1_FULL_OP11_Collierbacteria_49_13_curated, Collierbacteria, Microgenomates, Bacteria	None	819155	48.38	13.65	73	977	47238	38	0	38	0	9	0	Manually curated genome	partial
824	candidate_division_WS6_bacterium_RIFOXYB1_FULL_33_15	RIFOXYB1_FULL_Bacteria_33_16	Bacteria	None	704381	32.77	15.74	15	691	217746	47	1	46	0	10	0	Manually curated genome	near complete
825	Candidatus_Vogelbacteria_bacterium_RIFOXYB1_FULL_42_16	RIFOXYB1_FULL_Parcubacteria_42_16	Parcubacteria, Bacteria	None	610990	41.59	15.76	23	613	111017	45	1	43	0	9	1	Manually curated genome	near complete
827	Candidatus_Wolfebacteria_bacterium_RIFOXYB1_FULL_54_12	RIFOXYB1_FULL_RIFOXYB1_FULL_OD1_Wolfebacteria_54_12_curated_49_14	RIFOXYB1_FULL_OD1_Wolfebacteria_54_12_curated, Wolfebacteria, Parcubacteria, Bacteria	None	824713	48.69	13.92	6	849	376797	46	2	46	1	11	1	Manually curated genome	near complete
828	Candidatus_Magasanikbacteria_bacterium_RIFOXYB1_FULL_40_15	RIFOXYB1_FULL_RIFOXYB1_FULL_OD1_Magasanikbacteria_40_15_curated_40_15	RIFOXYB1_FULL_OD1_Magasanikbacteria_40_15_curated, Magasanikbacteria, Parcubacteria, Bacteria	None	961551	40.38	14.81	54	914	63731	45	1	46	0	10	0	Manually curated genome	near complete
829	Candidatus_Moranbacteria_bacterium_RIFOXYB1_FULL_44_23	RIFOXYB1_FULL_RIFOXYB1_FULL_OD1_Moranbacteria_44_23_curated_44_13	RIFOXYB1_FULL_OD1_Moranbacteria_44_23_curated, Moranbacteria, Parcubacteria, Bacteria	None	1117683	43.81	13.13	19	1166	212076	48	4	49	0	12	0	Manually curated genome	near complete
831	Candidatus_Woesebacteria_bacterium_RIFOXYB1_FULL_47_31	RIFOXYB1_FULL_Woesebacteria_47_31	Woesebacteria, Microgenomates, Bacteria	None	574068	46.71	31.36	48	662	35109	42	0	43	0	6	0	Manually curated genome	near complete
833	Candidatus_Pacebacteria_bacterium_RIFOXYB1_FULL_44_10	RIFOXYB1_FULL_GWF1_OP11_44_10_43_10	GWF1_OP11_44_10, Microgenomates, Bacteria	None	850235	43.05	10.22	40	869	121549	41	1	43	0	8	0	Manually curated genome	near complete
834	Candidatus_Amesbacteria_bacterium_RIFOXYB1_FULL_47_13	RIFOXYB1_FULL_GWB1_OP11_47_19_47_13	GWB1_OP11_47_19, Amesbacteria, Microgenomates, Bacteria	None	992167	46.7	12.66	23	1112	145747	47	1	48	0	11	2	Manually curated genome	near complete
835	candidate_division_WWE3_bacterium_RIFOXYB1_FULL_43_24	RIFOXYB1_FULL_RIFOXYC1_FULL_WWE3_42_13_curated_42_24	RIFOXYC1_FULL_WWE3_42_13_curated, WWE3, Bacteria	None	777638	41.56	23.86	19	803	162118	44	1	48	0	10	1	Manually curated genome	near complete
839	Candidatus_Peribacteria_bacterium_RIFOXYB1_FULL_54_35	RIFOXYB1_FULL_RIFOXYB2_FULL_PER_ii_54_17_curated_55_36	RIFOXYB2_FULL_PER_ii_54_17_curated, PER-ii, Bacteria	None	1562227	54.53	36.45	16	1425	399782	48	2	48	0	10	0	Manually curated genome	near complete
847	Candidatus_Kaiserbacteria_bacterium_RIFOXYB1_FULL_46_14	RIFOXYB1_FULL_RIFOXYB1_FULL_OD1_Kaiserbacteria_46_14_curated_47_14	RIFOXYB1_FULL_OD1_Kaiserbacteria_46_14_curated, Kaiserbacteria, Parcubacteria, Bacteria	None	632575	46.53	14.23	8	649	244959	44	1	46	1	11	1	Manually curated genome	near complete
848	Candidatus_Woesebacteria_bacterium_RIFOXYB1_FULL_41_13	RIFOXYB1_FULL_Woesebacteria_40_13	Woesebacteria, Microgenomates, Bacteria	None	678478	40.19	13.28	33	717	89121	45	0	49	0	10	1	Manually curated genome	near complete
852	Candidatus_Amesbacteria_bacterium_RIFOXYB1_FULL_44_23	RIFOXYB1_FULL_RIFOXYB1_FULL_OP11_Amesbacteria_44_23_curated_44_23	RIFOXYB1_FULL_OP11_Amesbacteria_44_23_curated, Amesbacteria, Microgenomates, Bacteria	None	1114964	43.7	23.02	62	1272	92988	44	2	47	0	10	2	Manually curated genome	near complete
854	candidate_division_WWE3_bacterium_RIFOXYB1_FULL_42_27	RIFOXYB1_FULL_RIFOXYC1_FULL_WWE3_42_17_curated_42_28	RIFOXYC1_FULL_WWE3_42_17_curated, WWE3, Bacteria	None	777980	41.58	28.2	25	805	109598	46	1	49	0	10	1	Manually curated genome	near complete
855	candidate_division_WS6_bacterium_RIFOXYB1_FULL_33_14	RIFOXYB1_FULL_RIFOXYB1_FULL_WS6_33_14_curated_32_14	RIFOXYB1_FULL_WS6_33_14_curated, Dojkabacteria, Bacteria	None	493643	31.82	14.44	115	554	20947	45	3	44	1	7	0	Manually curated genome	near complete
856	Candidatus_Staskawiczbacteria_bacterium_RIFOXYC1_FULL_38_18	RIFOXYC1_FULL_RIFOXYC1_FULL_RIF_OD1_06_38_18_curated_39_17	RIFOXYC1_FULL_RIF_OD1_06_38_18_curated, RIF-OD1-6, Parcubacteria, Bacteria	None	686676	38.73	17.47	32	765	111775	47	0	45	0	9	1	Manually curated genome	near complete
863	Candidatus_Yonathbacteria_bacterium_RIFOXYC1_FULL_52_10	RIFOXYC1_FULL_RIFOXYC1_FULL_RIF_OD1_09_52_10_curated_51_10	RIFOXYC1_FULL_RIF_OD1_09_52_10_curated, RIF-OD1-9, Parcubacteria, Bacteria	None	765817	51.5	9.5	47	846	52127	44	2	45	0	9	1	Manually curated genome	near complete
874	Candidatus_Adlerbacteria_bacterium_RIFOXYC1_FULL_48_26	RIFOXYC1_FULL_RIFOXYC1_FULL_OD1_Adlerbacteria_48_26_curated_48_27	RIFOXYC1_FULL_OD1_Adlerbacteria_48_26_curated, Adlerbacteria, Parcubacteria, Bacteria	None	630352	47.77	26.8	17	684	97939	48	2	44	0	11	0	Manually curated genome	near complete
875	Candidatus_Moranbacteria_bacterium_RIFOXYC1_FULL_44_13	RIFOXYC1_FULL_RIFOXYC1_FULL_OD1_Moranbacteria_44_13_curated_44_13	RIFOXYC1_FULL_OD1_Moranbacteria_44_13_curated, Moranbacteria, Parcubacteria, Bacteria	None	1081183	43.71	13.3	33	1136	124341	48	4	49	1	12	1	Manually curated genome	near complete
897	Candidatus_Campbellbacteria_bacterium_RIFOXYC2_FULL_35_25	RIFOXYC2_FULL_RIFOXYC2_FULL_OD1_Campbellbacteria_35_25_curated_35_25	RIFOXYC2_FULL_OD1_Campbellbacteria_35_25_curated, Campbellbacteria, Parcubacteria, Bacteria	None	782376	34.93	24.82	15	792	139732	49	2	46	1	10	1	Manually curated genome	near complete
903	Candidatus_Peregrinibacteria_bacterium_RIFOXYC2_FULL_41_22	RIFOXYC2_FULL_RIFOXYC2_FULL_Peregrinibacteria_41_22_curated_41_22	RIFOXYC2_FULL_Peregrinibacteria_41_22_curated, Peregrinibacteria, Bacteria	None	1028294	41.17	22.37	84	1009	41433	46	2	46	0	9	0	Manually curated genome	near complete
911	Candidatus_Nomurabacteria_bacterium_RIFOXYC2_FULL_36_19	RIFOXYC2_FULL_RIFOXYC2_FULL_OD1_Nomurabacteria_36_19_curated_35_19	RIFOXYC2_FULL_OD1_Nomurabacteria_36_19_curated, Nomurabacteria, Parcubacteria, Bacteria	None	678089	35.46	19.12	31	729	79029	46	1	45	0	10	0	Manually curated genome	near complete
912	Candidatus_Yanofskybacteria_bacterium_RIFOXYC2_FULL_44_13	RIFOXYC2_FULL_Yanofskybacteria_43_13	Yanofskybacteria, Parcubacteria, Bacteria	None	752252	42.93	13.17	13	794	235062	46	0	47	0	10	1	Manually curated genome	near complete
933	Candidatus_Falkowbacteria_bacterium_RIFOXYC2_FULL_36_12	RIFOXYC2_FULL_RIFOXYC2_FULL_OD1_Falkowbacteria_36_12_curated_35_14	RIFOXYC2_FULL_OD1_Falkowbacteria_36_12_curated, Falkowbacteria, Parcubacteria, Bacteria	None	1088258	35.22	14.23	8	1077	333956	50	3	50	2	12	0	Manually curated genome	near complete
934	Candidatus_Magasanikbacteria_bacterium_RIFOXYC2_FULL_39_8	RIFOXYC2_FULL_RIFOXYC2_FULL_OD1_Magasanikbacteria_39_8_curated_39_8	RIFOXYC2_FULL_OD1_Magasanikbacteria_39_8_curated, Magasanikbacteria, Parcubacteria, Bacteria	None	932901	38.52	8.49	64	925	64904	46	2	48	1	9	0	Manually curated genome	near complete
935	Candidatus_Uhrbacteria_bacterium_RIFOXYC2_FULL_47_19	RIFOXYC2_FULL_RIFOXYC2_FULL_OD1_Uhrbacteria_47_19_curated_47_19	RIFOXYC2_FULL_OD1_Uhrbacteria_47_19_curated, Uhrbacteria, Parcubacteria, Bacteria	None	1036605	47.12	19.38	34	965	104174	45	2	49	0	12	0	Manually curated genome	near complete
936	Candidatus_Yonathbacteria_bacterium_RIFOXYC2_FULL_47_9	RIFOXYC2_FULL_RIFOXYC2_FULL_RIF_OD1_09_47_9_curated_46_10	RIFOXYC2_FULL_RIF_OD1_09_47_9_curated, RIF-OD1-9, Parcubacteria, Bacteria	None	827676	45.83	9.58	40	898	89077	48	2	45	2	9	2	Manually curated genome	near complete
937	Candidatus_Falkowbacteria_bacterium_RIFOXYC2_FULL_48_21	RIFOXYC2_FULL_RIFOXYC2_FULL_OD1_Falkowbacteria_48_21_curated_48_21	RIFOXYC2_FULL_OD1_Falkowbacteria_48_21_curated, Falkowbacteria, Parcubacteria, Bacteria	None	1020795	47.59	20.5	86	1108	52114	38	2	38	0	9	0	Manually curated genome	partial
948	Candidatus_Magasanikbacteria_bacterium_RIFOXYC12_FULL_33_11	RifOxyC12_full_RifOxyC12_full_OD1_Magasanikbacteria_33_11_curated_33_11	RifOxyC12_full_OD1_Magasanikbacteria_33_11_curated, Magasanikbacteria, Parcubacteria, Bacteria	None	782447	33.22	11.24	61	747	40040	42	2	38	0	8	0	Manually curated genome	partial
